INPUT_TABLE
Variable ID
OutputEmissCoeffAg

region,AgSupplySector,AgSupplySubsector,AgProductionTechnology,year,Non.CO2,emiss.coef
EU-15,Root_Tuber,Root_Tuber_GuadianaR,Root_Tuber_GuadianaR,1975,BC_AWB,0
EU-15,SugarCrop,SugarCrop_GuadianaR,SugarCrop_GuadianaR,1975,BC_AWB,0
EU-15,Wheat,Wheat_GuadianaR,Wheat_GuadianaR,1975,BC_AWB,0
Middle East,Corn,Corn_Iran,Corn_Iran,1975,BC_AWB,2.72101e-05
Middle East,FiberCrop,FiberCrop_Iran,FiberCrop_Iran,1975,BC_AWB,4.92367e-05
Middle East,FodderGrass,FodderGrass_Iran,FodderGrass_Iran,1975,BC_AWB,0
Middle East,FodderHerb,FodderHerb_Iran,FodderHerb_Iran,1975,BC_AWB,0
Middle East,MiscCrop,MiscCrop_Iran,MiscCrop_Iran,1975,BC_AWB,3.5795e-06
Middle East,OilCrop,OilCrop_Iran,OilCrop_Iran,1975,BC_AWB,1.55073e-05
Middle East,OtherGrain,OtherGrain_Iran,OtherGrain_Iran,1975,BC_AWB,1.09669e-05
Middle East,Rice,Rice_Iran,Rice_Iran,1975,BC_AWB,4.48363e-05
Middle East,Root_Tuber,Root_Tuber_Iran,Root_Tuber_Iran,1975,BC_AWB,7.1298e-06
Middle East,SugarCrop,SugarCrop_Iran,SugarCrop_Iran,1975,BC_AWB,5.981e-06
Middle East,Wheat,Wheat_Iran,Wheat_Iran,1975,BC_AWB,4.85506e-05
EU-15,Corn,Corn_GuadalqR,Corn_GuadalqR,1975,BC_AWB,0
EU-15,FiberCrop,FiberCrop_GuadalqR,FiberCrop_GuadalqR,1975,BC_AWB,0
EU-15,FodderGrass,FodderGrass_GuadalqR,FodderGrass_GuadalqR,1975,BC_AWB,0
EU-15,FodderHerb,FodderHerb_GuadalqR,FodderHerb_GuadalqR,1975,BC_AWB,0
EU-15,MiscCrop,MiscCrop_GuadalqR,MiscCrop_GuadalqR,1975,BC_AWB,0
EU-15,OilCrop,OilCrop_GuadalqR,OilCrop_GuadalqR,1975,BC_AWB,0
EU-15,OtherGrain,OtherGrain_GuadalqR,OtherGrain_GuadalqR,1975,BC_AWB,0
EU-15,Rice,Rice_GuadalqR,Rice_GuadalqR,1975,BC_AWB,0
EU-15,Root_Tuber,Root_Tuber_GuadalqR,Root_Tuber_GuadalqR,1975,BC_AWB,0
EU-15,SugarCrop,SugarCrop_GuadalqR,SugarCrop_GuadalqR,1975,BC_AWB,0
EU-15,Wheat,Wheat_GuadalqR,Wheat_GuadalqR,1975,BC_AWB,0
Europe_Non_EU,Corn,Corn_TigrEuphR,Corn_TigrEuphR,1975,BC_AWB,4.65742e-05
Middle East,Corn,Corn_TigrEuphR,Corn_TigrEuphR,1975,BC_AWB,2.72101e-05
Europe_Non_EU,FiberCrop,FiberCrop_TigrEuphR,FiberCrop_TigrEuphR,1975,BC_AWB,8.4276e-05
Middle East,FiberCrop,FiberCrop_TigrEuphR,FiberCrop_TigrEuphR,1975,BC_AWB,4.92367e-05
Middle East,FodderGrass,FodderGrass_TigrEuphR,FodderGrass_TigrEuphR,1975,BC_AWB,0
Europe_Non_EU,FodderHerb,FodderHerb_TigrEuphR,FodderHerb_TigrEuphR,1975,BC_AWB,0
Middle East,FodderHerb,FodderHerb_TigrEuphR,FodderHerb_TigrEuphR,1975,BC_AWB,0
Europe_Non_EU,MiscCrop,MiscCrop_TigrEuphR,MiscCrop_TigrEuphR,1975,BC_AWB,5.334e-06
Middle East,MiscCrop,MiscCrop_TigrEuphR,MiscCrop_TigrEuphR,1975,BC_AWB,3.5795e-06
Europe_Non_EU,OilCrop,OilCrop_TigrEuphR,OilCrop_TigrEuphR,1975,BC_AWB,4.93132e-05
Middle East,OilCrop,OilCrop_TigrEuphR,OilCrop_TigrEuphR,1975,BC_AWB,1.55073e-05
Europe_Non_EU,OtherGrain,OtherGrain_TigrEuphR,OtherGrain_TigrEuphR,1975,BC_AWB,1.40886e-05
Middle East,OtherGrain,OtherGrain_TigrEuphR,OtherGrain_TigrEuphR,1975,BC_AWB,1.09669e-05
Europe_Non_EU,Rice,Rice_TigrEuphR,Rice_TigrEuphR,1975,BC_AWB,7.67441e-05
Middle East,Rice,Rice_TigrEuphR,Rice_TigrEuphR,1975,BC_AWB,4.48363e-05
Europe_Non_EU,Root_Tuber,Root_Tuber_TigrEuphR,Root_Tuber_TigrEuphR,1975,BC_AWB,1.22139e-05
Middle East,Root_Tuber,Root_Tuber_TigrEuphR,Root_Tuber_TigrEuphR,1975,BC_AWB,7.1298e-06
Europe_Non_EU,SugarCrop,SugarCrop_TigrEuphR,SugarCrop_TigrEuphR,1975,BC_AWB,1.37406e-05
Middle East,SugarCrop,SugarCrop_TigrEuphR,SugarCrop_TigrEuphR,1975,BC_AWB,5.981e-06
Europe_Non_EU,Wheat,Wheat_TigrEuphR,Wheat_TigrEuphR,1975,BC_AWB,8.31016e-05
Middle East,Wheat,Wheat_TigrEuphR,Wheat_TigrEuphR,1975,BC_AWB,4.85506e-05
Central Asia,Corn,Corn_Tarim,Corn_Tarim,1975,BC_AWB,3.13819e-05
China,Corn,Corn_Tarim,Corn_Tarim,1975,BC_AWB,5.11052e-05
Pakistan,Corn,Corn_Tarim,Corn_Tarim,1975,BC_AWB,6.994e-07
Central Asia,FiberCrop,FiberCrop_Tarim,FiberCrop_Tarim,1975,BC_AWB,5.67855e-05
China,FiberCrop,FiberCrop_Tarim,FiberCrop_Tarim,1975,BC_AWB,9.24748e-05
Pakistan,FiberCrop,FiberCrop_Tarim,FiberCrop_Tarim,1975,BC_AWB,1.2656e-06
Central Asia,FodderGrass,FodderGrass_Tarim,FodderGrass_Tarim,1975,BC_AWB,0
China,FodderGrass,FodderGrass_Tarim,FodderGrass_Tarim,1975,BC_AWB,0
Central Asia,FodderHerb,FodderHerb_Tarim,FodderHerb_Tarim,1975,BC_AWB,0
Central Asia,MiscCrop,MiscCrop_Tarim,MiscCrop_Tarim,1975,BC_AWB,3.5669e-06
China,MiscCrop,MiscCrop_Tarim,MiscCrop_Tarim,1975,BC_AWB,6.0609e-06
Pakistan,MiscCrop,MiscCrop_Tarim,MiscCrop_Tarim,1975,BC_AWB,1.292e-07
Central Asia,OilCrop,OilCrop_Tarim,OilCrop_Tarim,1975,BC_AWB,8.87266e-05
China,OilCrop,OilCrop_Tarim,OilCrop_Tarim,1975,BC_AWB,0.0001043241
Pakistan,OilCrop,OilCrop_Tarim,OilCrop_Tarim,1975,BC_AWB,2.0889e-06
Central Asia,OtherGrain,OtherGrain_Tarim,OtherGrain_Tarim,1975,BC_AWB,1.04405e-05
China,OtherGrain,OtherGrain_Tarim,OtherGrain_Tarim,1975,BC_AWB,4.84871e-05
Pakistan,OtherGrain,OtherGrain_Tarim,OtherGrain_Tarim,1975,BC_AWB,8.693e-07
China,PalmFruit,PalmFruit_Tarim,PalmFruit_Tarim,1975,BC_AWB,2.8817e-05
Central Asia,Rice,Rice_Tarim,Rice_Tarim,1975,BC_AWB,5.17105e-05
China,Rice,Rice_Tarim,Rice_Tarim,1975,BC_AWB,8.42102e-05
Central Asia,Root_Tuber,Root_Tuber_Tarim,Root_Tuber_Tarim,1975,BC_AWB,8.2298e-06
China,Root_Tuber,Root_Tuber_Tarim,Root_Tuber_Tarim,1975,BC_AWB,1.38694e-05
Central Asia,SugarCrop,SugarCrop_Tarim,SugarCrop_Tarim,1975,BC_AWB,9.2585e-06
China,SugarCrop,SugarCrop_Tarim,SugarCrop_Tarim,1975,BC_AWB,8.021e-06
Central Asia,Wheat,Wheat_Tarim,Wheat_Tarim,1975,BC_AWB,5.59942e-05
China,Wheat,Wheat_Tarim,Wheat_Tarim,1975,BC_AWB,9.11862e-05
Pakistan,Wheat,Wheat_Tarim,Wheat_Tarim,1975,BC_AWB,1.2479e-06
Africa_Northern,Corn,Corn_AfrCstNW,Corn_AfrCstNW,1975,BC_AWB,1.0497e-06
Africa_Western,Corn,Corn_AfrCstNW,Corn_AfrCstNW,1975,BC_AWB,6.3725e-06
Africa_Northern,FiberCrop,FiberCrop_AfrCstNW,FiberCrop_AfrCstNW,1975,BC_AWB,1.8995e-06
Africa_Northern,FodderGrass,FodderGrass_AfrCstNW,FodderGrass_AfrCstNW,1975,BC_AWB,0
Africa_Northern,FodderHerb,FodderHerb_AfrCstNW,FodderHerb_AfrCstNW,1975,BC_AWB,0
Africa_Northern,MiscCrop,MiscCrop_AfrCstNW,MiscCrop_AfrCstNW,1975,BC_AWB,1.453e-07
Africa_Western,MiscCrop,MiscCrop_AfrCstNW,MiscCrop_AfrCstNW,1975,BC_AWB,2.0263e-06
Africa_Northern,OilCrop,OilCrop_AfrCstNW,OilCrop_AfrCstNW,1975,BC_AWB,2.95e-07
Africa_Western,OilCrop,OilCrop_AfrCstNW,OilCrop_AfrCstNW,1975,BC_AWB,1.17198e-05
Africa_Northern,OtherGrain,OtherGrain_AfrCstNW,OtherGrain_AfrCstNW,1975,BC_AWB,4.381e-07
Africa_Western,OtherGrain,OtherGrain_AfrCstNW,OtherGrain_AfrCstNW,1975,BC_AWB,9.1631e-06
Africa_Northern,Rice,Rice_AfrCstNW,Rice_AfrCstNW,1975,BC_AWB,1.7297e-06
Africa_Western,Rice,Rice_AfrCstNW,Rice_AfrCstNW,1975,BC_AWB,1.05005e-05
Africa_Northern,Root_Tuber,Root_Tuber_AfrCstNW,Root_Tuber_AfrCstNW,1975,BC_AWB,2.739e-07
Africa_Western,Root_Tuber,Root_Tuber_AfrCstNW,Root_Tuber_AfrCstNW,1975,BC_AWB,4.8129e-06
Africa_Northern,SugarCrop,SugarCrop_AfrCstNW,SugarCrop_AfrCstNW,1975,BC_AWB,2.081e-07
Africa_Northern,Wheat,Wheat_AfrCstNW,Wheat_AfrCstNW,1975,BC_AWB,1.873e-06
Africa_Western,Wheat,Wheat_AfrCstNW,Wheat_AfrCstNW,1975,BC_AWB,1.13704e-05
Africa_Eastern,Corn,Corn_NileR,Corn_NileR,1975,BC_AWB,7.528e-06
Africa_Northern,Corn,Corn_NileR,Corn_NileR,1975,BC_AWB,1.0497e-06
Africa_Southern,Corn,Corn_NileR,Corn_NileR,1975,BC_AWB,1.0529e-06
Africa_Western,Corn,Corn_NileR,Corn_NileR,1975,BC_AWB,6.3725e-06
Africa_Eastern,FiberCrop,FiberCrop_NileR,FiberCrop_NileR,1975,BC_AWB,1.36219e-05
Africa_Northern,FiberCrop,FiberCrop_NileR,FiberCrop_NileR,1975,BC_AWB,1.8995e-06
Africa_Southern,FiberCrop,FiberCrop_NileR,FiberCrop_NileR,1975,BC_AWB,1.9052e-06
Africa_Western,FiberCrop,FiberCrop_NileR,FiberCrop_NileR,1975,BC_AWB,1.1531e-05
Africa_Eastern,FodderGrass,FodderGrass_NileR,FodderGrass_NileR,1975,BC_AWB,0
Africa_Eastern,FodderHerb,FodderHerb_NileR,FodderHerb_NileR,1975,BC_AWB,0
Africa_Northern,FodderHerb,FodderHerb_NileR,FodderHerb_NileR,1975,BC_AWB,0
Africa_Eastern,MiscCrop,MiscCrop_NileR,MiscCrop_NileR,1975,BC_AWB,3.407e-06
Africa_Northern,MiscCrop,MiscCrop_NileR,MiscCrop_NileR,1975,BC_AWB,1.453e-07
Africa_Southern,MiscCrop,MiscCrop_NileR,MiscCrop_NileR,1975,BC_AWB,4.919e-07
Africa_Western,MiscCrop,MiscCrop_NileR,MiscCrop_NileR,1975,BC_AWB,2.0263e-06
Africa_Eastern,OilCrop,OilCrop_NileR,OilCrop_NileR,1975,BC_AWB,1.86078e-05
Africa_Northern,OilCrop,OilCrop_NileR,OilCrop_NileR,1975,BC_AWB,2.95e-07
Africa_Southern,OilCrop,OilCrop_NileR,OilCrop_NileR,1975,BC_AWB,2.2637e-06
Africa_Western,OilCrop,OilCrop_NileR,OilCrop_NileR,1975,BC_AWB,1.17198e-05
Africa_Eastern,OtherGrain,OtherGrain_NileR,OtherGrain_NileR,1975,BC_AWB,1.01743e-05
Africa_Northern,OtherGrain,OtherGrain_NileR,OtherGrain_NileR,1975,BC_AWB,4.381e-07
Africa_Southern,OtherGrain,OtherGrain_NileR,OtherGrain_NileR,1975,BC_AWB,1.4601e-06
Africa_Western,OtherGrain,OtherGrain_NileR,OtherGrain_NileR,1975,BC_AWB,9.1631e-06
Africa_Eastern,PalmFruit,PalmFruit_NileR,PalmFruit_NileR,1975,BC_AWB,1.9364e-06
Africa_Southern,PalmFruit,PalmFruit_NileR,PalmFruit_NileR,1975,BC_AWB,3.011e-07
Africa_Western,PalmFruit,PalmFruit_NileR,PalmFruit_NileR,1975,BC_AWB,5.9439e-06
Africa_Eastern,Rice,Rice_NileR,Rice_NileR,1975,BC_AWB,1.24045e-05
Africa_Northern,Rice,Rice_NileR,Rice_NileR,1975,BC_AWB,1.7297e-06
Africa_Southern,Rice,Rice_NileR,Rice_NileR,1975,BC_AWB,1.735e-06
Africa_Western,Rice,Rice_NileR,Rice_NileR,1975,BC_AWB,1.05005e-05
Africa_Eastern,Root_Tuber,Root_Tuber_NileR,Root_Tuber_NileR,1975,BC_AWB,3.2227e-06
Africa_Northern,Root_Tuber,Root_Tuber_NileR,Root_Tuber_NileR,1975,BC_AWB,2.739e-07
Africa_Southern,Root_Tuber,Root_Tuber_NileR,Root_Tuber_NileR,1975,BC_AWB,9.335e-07
Africa_Western,Root_Tuber,Root_Tuber_NileR,Root_Tuber_NileR,1975,BC_AWB,4.8129e-06
Africa_Eastern,SugarCrop,SugarCrop_NileR,SugarCrop_NileR,1975,BC_AWB,1.0999e-06
Africa_Northern,SugarCrop,SugarCrop_NileR,SugarCrop_NileR,1975,BC_AWB,2.081e-07
Africa_Southern,SugarCrop,SugarCrop_NileR,SugarCrop_NileR,1975,BC_AWB,1.538e-07
Africa_Western,SugarCrop,SugarCrop_NileR,SugarCrop_NileR,1975,BC_AWB,9.314e-07
Africa_Eastern,Wheat,Wheat_NileR,Wheat_NileR,1975,BC_AWB,1.34321e-05
Africa_Northern,Wheat,Wheat_NileR,Wheat_NileR,1975,BC_AWB,1.873e-06
Africa_Southern,Wheat,Wheat_NileR,Wheat_NileR,1975,BC_AWB,1.8787e-06
Africa_Western,Wheat,Wheat_NileR,Wheat_NileR,1975,BC_AWB,1.13704e-05
Middle East,Corn,Corn_PersianGulf,Corn_PersianGulf,1975,BC_AWB,2.72101e-05
Middle East,FiberCrop,FiberCrop_PersianGulf,FiberCrop_PersianGulf,1975,BC_AWB,4.92367e-05
Middle East,FodderGrass,FodderGrass_PersianGulf,FodderGrass_PersianGulf,1975,BC_AWB,0
Middle East,FodderHerb,FodderHerb_PersianGulf,FodderHerb_PersianGulf,1975,BC_AWB,0
Middle East,MiscCrop,MiscCrop_PersianGulf,MiscCrop_PersianGulf,1975,BC_AWB,3.5795e-06
Middle East,OilCrop,OilCrop_PersianGulf,OilCrop_PersianGulf,1975,BC_AWB,1.55073e-05
Middle East,OtherGrain,OtherGrain_PersianGulf,OtherGrain_PersianGulf,1975,BC_AWB,1.09669e-05
Middle East,Rice,Rice_PersianGulf,Rice_PersianGulf,1975,BC_AWB,4.48363e-05
Middle East,Root_Tuber,Root_Tuber_PersianGulf,Root_Tuber_PersianGulf,1975,BC_AWB,7.1298e-06
Middle East,SugarCrop,SugarCrop_PersianGulf,SugarCrop_PersianGulf,1975,BC_AWB,5.981e-06
Middle East,Wheat,Wheat_PersianGulf,Wheat_PersianGulf,1975,BC_AWB,4.85506e-05
China,Corn,Corn_IndusR,Corn_IndusR,1975,BC_AWB,5.11052e-05
India,Corn,Corn_IndusR,Corn_IndusR,1975,BC_AWB,8.0832e-06
Pakistan,Corn,Corn_IndusR,Corn_IndusR,1975,BC_AWB,6.994e-07
South Asia,Corn,Corn_IndusR,Corn_IndusR,1975,BC_AWB,8.31e-08
China,FiberCrop,FiberCrop_IndusR,FiberCrop_IndusR,1975,BC_AWB,9.24748e-05
India,FiberCrop,FiberCrop_IndusR,FiberCrop_IndusR,1975,BC_AWB,1.46266e-05
Pakistan,FiberCrop,FiberCrop_IndusR,FiberCrop_IndusR,1975,BC_AWB,1.2656e-06
China,FodderGrass,FodderGrass_IndusR,FodderGrass_IndusR,1975,BC_AWB,0
India,FodderGrass,FodderGrass_IndusR,FodderGrass_IndusR,1975,BC_AWB,0
Pakistan,FodderGrass,FodderGrass_IndusR,FodderGrass_IndusR,1975,BC_AWB,0
China,MiscCrop,MiscCrop_IndusR,MiscCrop_IndusR,1975,BC_AWB,6.0609e-06
India,MiscCrop,MiscCrop_IndusR,MiscCrop_IndusR,1975,BC_AWB,2.1756e-06
Pakistan,MiscCrop,MiscCrop_IndusR,MiscCrop_IndusR,1975,BC_AWB,1.292e-07
South Asia,MiscCrop,MiscCrop_IndusR,MiscCrop_IndusR,1975,BC_AWB,1.44e-08
China,OilCrop,OilCrop_IndusR,OilCrop_IndusR,1975,BC_AWB,0.0001043241
India,OilCrop,OilCrop_IndusR,OilCrop_IndusR,1975,BC_AWB,1.60421e-05
Pakistan,OilCrop,OilCrop_IndusR,OilCrop_IndusR,1975,BC_AWB,2.0889e-06
China,OtherGrain,OtherGrain_IndusR,OtherGrain_IndusR,1975,BC_AWB,4.84871e-05
India,OtherGrain,OtherGrain_IndusR,OtherGrain_IndusR,1975,BC_AWB,1.07953e-05
Pakistan,OtherGrain,OtherGrain_IndusR,OtherGrain_IndusR,1975,BC_AWB,8.693e-07
South Asia,OtherGrain,OtherGrain_IndusR,OtherGrain_IndusR,1975,BC_AWB,6.16e-08
India,PalmFruit,PalmFruit_IndusR,PalmFruit_IndusR,1975,BC_AWB,1.092e-06
Pakistan,PalmFruit,PalmFruit_IndusR,PalmFruit_IndusR,1975,BC_AWB,9.45e-08
China,Rice,Rice_IndusR,Rice_IndusR,1975,BC_AWB,8.42102e-05
India,Rice,Rice_IndusR,Rice_IndusR,1975,BC_AWB,1.33194e-05
Pakistan,Rice,Rice_IndusR,Rice_IndusR,1975,BC_AWB,1.1525e-06
South Asia,Rice,Rice_IndusR,Rice_IndusR,1975,BC_AWB,1.37e-07
China,Root_Tuber,Root_Tuber_IndusR,Root_Tuber_IndusR,1975,BC_AWB,1.38694e-05
India,Root_Tuber,Root_Tuber_IndusR,Root_Tuber_IndusR,1975,BC_AWB,3.4457e-06
Pakistan,Root_Tuber,Root_Tuber_IndusR,Root_Tuber_IndusR,1975,BC_AWB,1.466e-07
South Asia,Root_Tuber,Root_Tuber_IndusR,Root_Tuber_IndusR,1975,BC_AWB,2.29e-08
India,SugarCrop,SugarCrop_IndusR,SugarCrop_IndusR,1975,BC_AWB,1.181e-06
Pakistan,SugarCrop,SugarCrop_IndusR,SugarCrop_IndusR,1975,BC_AWB,1.023e-07
China,Wheat,Wheat_IndusR,Wheat_IndusR,1975,BC_AWB,9.11862e-05
India,Wheat,Wheat_IndusR,Wheat_IndusR,1975,BC_AWB,1.44227e-05
Pakistan,Wheat,Wheat_IndusR,Wheat_IndusR,1975,BC_AWB,1.2479e-06
South Asia,Wheat,Wheat_IndusR,Wheat_IndusR,1975,BC_AWB,1.483e-07
Middle East,Corn,Corn_FarahrudR,Corn_FarahrudR,1975,BC_AWB,2.72101e-05
South Asia,Corn,Corn_FarahrudR,Corn_FarahrudR,1975,BC_AWB,8.31e-08
Middle East,FiberCrop,FiberCrop_FarahrudR,FiberCrop_FarahrudR,1975,BC_AWB,4.92367e-05
Middle East,FodderGrass,FodderGrass_FarahrudR,FodderGrass_FarahrudR,1975,BC_AWB,0
Middle East,FodderHerb,FodderHerb_FarahrudR,FodderHerb_FarahrudR,1975,BC_AWB,0
Middle East,MiscCrop,MiscCrop_FarahrudR,MiscCrop_FarahrudR,1975,BC_AWB,3.5795e-06
South Asia,MiscCrop,MiscCrop_FarahrudR,MiscCrop_FarahrudR,1975,BC_AWB,1.44e-08
Middle East,OilCrop,OilCrop_FarahrudR,OilCrop_FarahrudR,1975,BC_AWB,1.55073e-05
Middle East,OtherGrain,OtherGrain_FarahrudR,OtherGrain_FarahrudR,1975,BC_AWB,1.09669e-05
South Asia,OtherGrain,OtherGrain_FarahrudR,OtherGrain_FarahrudR,1975,BC_AWB,6.16e-08
Middle East,Rice,Rice_FarahrudR,Rice_FarahrudR,1975,BC_AWB,4.48363e-05
South Asia,Rice,Rice_FarahrudR,Rice_FarahrudR,1975,BC_AWB,1.37e-07
Middle East,Root_Tuber,Root_Tuber_FarahrudR,Root_Tuber_FarahrudR,1975,BC_AWB,7.1298e-06
South Asia,Root_Tuber,Root_Tuber_FarahrudR,Root_Tuber_FarahrudR,1975,BC_AWB,2.29e-08
Middle East,SugarCrop,SugarCrop_FarahrudR,SugarCrop_FarahrudR,1975,BC_AWB,5.981e-06
Middle East,Wheat,Wheat_FarahrudR,Wheat_FarahrudR,1975,BC_AWB,4.85506e-05
South Asia,Wheat,Wheat_FarahrudR,Wheat_FarahrudR,1975,BC_AWB,1.483e-07
Mexico,Corn,Corn_MexBaja,Corn_MexBaja,1975,BC_AWB,0.0001003356
Mexico,FiberCrop,FiberCrop_MexBaja,FiberCrop_MexBaja,1975,BC_AWB,0.0001815572
Mexico,FodderGrass,FodderGrass_MexBaja,FodderGrass_MexBaja,1975,BC_AWB,0
Mexico,FodderHerb,FodderHerb_MexBaja,FodderHerb_MexBaja,1975,BC_AWB,0
Mexico,MiscCrop,MiscCrop_MexBaja,MiscCrop_MexBaja,1975,BC_AWB,1.31777e-05
Mexico,OilCrop,OilCrop_MexBaja,OilCrop_MexBaja,1975,BC_AWB,0.000165085
Mexico,OtherGrain,OtherGrain_MexBaja,OtherGrain_MexBaja,1975,BC_AWB,0.0001320891
Mexico,Root_Tuber,Root_Tuber_MexBaja,Root_Tuber_MexBaja,1975,BC_AWB,2.27913e-05
Mexico,SugarCrop,SugarCrop_MexBaja,SugarCrop_MexBaja,1975,BC_AWB,1.46599e-05
Mexico,Wheat,Wheat_MexBaja,Wheat_MexBaja,1975,BC_AWB,0.0001790271
China,FiberCrop,FiberCrop_Tibet,FiberCrop_Tibet,1975,BC_AWB,9.24748e-05
China,FodderGrass,FodderGrass_Tibet,FodderGrass_Tibet,1975,BC_AWB,0
China,MiscCrop,MiscCrop_Tibet,MiscCrop_Tibet,1975,BC_AWB,6.0609e-06
China,OilCrop,OilCrop_Tibet,OilCrop_Tibet,1975,BC_AWB,0.0001043241
China,OtherGrain,OtherGrain_Tibet,OtherGrain_Tibet,1975,BC_AWB,4.84871e-05
China,Root_Tuber,Root_Tuber_Tibet,Root_Tuber_Tibet,1975,BC_AWB,1.38694e-05
China,Wheat,Wheat_Tibet,Wheat_Tibet,1975,BC_AWB,9.11862e-05
Middle East,Corn,Corn_RedSeaE,Corn_RedSeaE,1975,BC_AWB,2.72101e-05
Middle East,FiberCrop,FiberCrop_RedSeaE,FiberCrop_RedSeaE,1975,BC_AWB,4.92367e-05
Middle East,FodderGrass,FodderGrass_RedSeaE,FodderGrass_RedSeaE,1975,BC_AWB,0
Middle East,FodderHerb,FodderHerb_RedSeaE,FodderHerb_RedSeaE,1975,BC_AWB,0
Middle East,MiscCrop,MiscCrop_RedSeaE,MiscCrop_RedSeaE,1975,BC_AWB,3.5795e-06
Middle East,OilCrop,OilCrop_RedSeaE,OilCrop_RedSeaE,1975,BC_AWB,1.55073e-05
Middle East,OtherGrain,OtherGrain_RedSeaE,OtherGrain_RedSeaE,1975,BC_AWB,1.09669e-05
Middle East,Root_Tuber,Root_Tuber_RedSeaE,Root_Tuber_RedSeaE,1975,BC_AWB,7.1298e-06
Middle East,Wheat,Wheat_RedSeaE,Wheat_RedSeaE,1975,BC_AWB,4.85506e-05
Middle East,Corn,Corn_ArabianP,Corn_ArabianP,1975,BC_AWB,2.72101e-05
Middle East,FiberCrop,FiberCrop_ArabianP,FiberCrop_ArabianP,1975,BC_AWB,4.92367e-05
Middle East,FodderGrass,FodderGrass_ArabianP,FodderGrass_ArabianP,1975,BC_AWB,0
Middle East,FodderHerb,FodderHerb_ArabianP,FodderHerb_ArabianP,1975,BC_AWB,0
Middle East,MiscCrop,MiscCrop_ArabianP,MiscCrop_ArabianP,1975,BC_AWB,3.5795e-06
Middle East,OilCrop,OilCrop_ArabianP,OilCrop_ArabianP,1975,BC_AWB,1.55073e-05
Middle East,OtherGrain,OtherGrain_ArabianP,OtherGrain_ArabianP,1975,BC_AWB,1.09669e-05
Middle East,Root_Tuber,Root_Tuber_ArabianP,Root_Tuber_ArabianP,1975,BC_AWB,7.1298e-06
Middle East,Wheat,Wheat_ArabianP,Wheat_ArabianP,1975,BC_AWB,4.85506e-05
Middle East,Corn,Corn_DeadSea,Corn_DeadSea,1975,BC_AWB,2.72101e-05
Middle East,FiberCrop,FiberCrop_DeadSea,FiberCrop_DeadSea,1975,BC_AWB,4.92367e-05
Middle East,FodderGrass,FodderGrass_DeadSea,FodderGrass_DeadSea,1975,BC_AWB,0
Middle East,FodderHerb,FodderHerb_DeadSea,FodderHerb_DeadSea,1975,BC_AWB,0
Middle East,MiscCrop,MiscCrop_DeadSea,MiscCrop_DeadSea,1975,BC_AWB,3.5795e-06
Middle East,OilCrop,OilCrop_DeadSea,OilCrop_DeadSea,1975,BC_AWB,1.55073e-05
Middle East,OtherGrain,OtherGrain_DeadSea,OtherGrain_DeadSea,1975,BC_AWB,1.09669e-05
Middle East,Root_Tuber,Root_Tuber_DeadSea,Root_Tuber_DeadSea,1975,BC_AWB,7.1298e-06
Middle East,SugarCrop,SugarCrop_DeadSea,SugarCrop_DeadSea,1975,BC_AWB,5.981e-06
Middle East,Wheat,Wheat_DeadSea,Wheat_DeadSea,1975,BC_AWB,4.85506e-05
USA,Corn,Corn_MexCstNW,Corn_MexCstNW,1975,BC_AWB,1.06504e-05
Mexico,Corn,Corn_MexCstNW,Corn_MexCstNW,1975,BC_AWB,0.0001003356
USA,FiberCrop,FiberCrop_MexCstNW,FiberCrop_MexCstNW,1975,BC_AWB,1.92718e-05
Mexico,FiberCrop,FiberCrop_MexCstNW,FiberCrop_MexCstNW,1975,BC_AWB,0.0001815572
USA,FodderGrass,FodderGrass_MexCstNW,FodderGrass_MexCstNW,1975,BC_AWB,0
Mexico,FodderGrass,FodderGrass_MexCstNW,FodderGrass_MexCstNW,1975,BC_AWB,0
USA,FodderHerb,FodderHerb_MexCstNW,FodderHerb_MexCstNW,1975,BC_AWB,0
Mexico,FodderHerb,FodderHerb_MexCstNW,FodderHerb_MexCstNW,1975,BC_AWB,0
USA,MiscCrop,MiscCrop_MexCstNW,MiscCrop_MexCstNW,1975,BC_AWB,1.2313e-06
Mexico,MiscCrop,MiscCrop_MexCstNW,MiscCrop_MexCstNW,1975,BC_AWB,1.31777e-05
Mexico,OilCrop,OilCrop_MexCstNW,OilCrop_MexCstNW,1975,BC_AWB,0.000165085
USA,OtherGrain,OtherGrain_MexCstNW,OtherGrain_MexCstNW,1975,BC_AWB,1.09333e-05
Mexico,OtherGrain,OtherGrain_MexCstNW,OtherGrain_MexCstNW,1975,BC_AWB,0.0001320891
Mexico,Rice,Rice_MexCstNW,Rice_MexCstNW,1975,BC_AWB,0.0001653311
USA,Root_Tuber,Root_Tuber_MexCstNW,Root_Tuber_MexCstNW,1975,BC_AWB,2.7757e-06
Mexico,Root_Tuber,Root_Tuber_MexCstNW,Root_Tuber_MexCstNW,1975,BC_AWB,2.27913e-05
Mexico,SugarCrop,SugarCrop_MexCstNW,SugarCrop_MexCstNW,1975,BC_AWB,1.46599e-05
USA,Wheat,Wheat_MexCstNW,Wheat_MexCstNW,1975,BC_AWB,1.90033e-05
Mexico,Wheat,Wheat_MexCstNW,Wheat_MexCstNW,1975,BC_AWB,0.0001790271
Middle East,Corn,Corn_Helmand,Corn_Helmand,1975,BC_AWB,2.72101e-05
